date,time,gender,session,medal_ceremony,code,AA,A,B,C,D,E,limit,venue,event
28-Jul,09:30–12:45,W,Preliminaries (2 matches),,HB001,–,50,40,30,20,–,20,Olympic Park - Handball Arena,Handball
28-Jul,14:30–17:45,W,Preliminaries (2 matches),,HB002,–,50,40,30,20,–,6,Olympic Park - Handball Arena,Handball
28-Jul,19:30–22:45,W,Preliminaries (2 matches),,HB003,–,50,40,30,20,–,6,Olympic Park - Handball Arena,Handball
29-Jul,09:30–12:45,M,Preliminaries (2 matches),,HB004,–,50,40,30,20,–,20,Olympic Park - Handball Arena,Handball
29-Jul,14:30–17:45,M,Preliminaries (2 matches),,HB005,–,50,40,30,20,–,6,Olympic Park - Handball Arena,Handball
29-Jul,19:30–22:45,M,Preliminaries (2 matches),,HB006,–,50,40,30,20,–,6,Olympic Park - Handball Arena,Handball
30-Jul,09:30–12:45,W,Preliminaries (2 matches),,HB007,–,50,40,30,20,–,20,Olympic Park - Handball Arena,Handball
30-Jul,14:30–17:45,W,Preliminaries (2 matches),,HB008,–,50,40,30,20,–,6,Olympic Park - Handball Arena,Handball
30-Jul,19:30–22:45,W,Preliminaries (2 matches),,HB009,–,50,40,30,20,–,6,Olympic Park - Handball Arena,Handball
31-Jul,09:30–12:45,M,Preliminaries (2 matches),,HB010,–,50,40,30,20,–,20,Olympic Park - Handball Arena,Handball
31-Jul,14:30–17:45,M,Preliminaries (2 matches),,HB011,–,50,40,30,20,–,6,Olympic Park - Handball Arena,Handball
31-Jul,19:30–22:45,M,Preliminaries (2 matches),,HB012,–,50,40,30,20,–,6,Olympic Park - Handball Arena,Handball
01-Aug,09:30–12:45,W,Preliminaries (2 matches),,HB013,–,50,40,30,20,–,20,Olympic Park - Handball Arena,Handball
01-Aug,14:30–17:45,W,Preliminaries (2 matches),,HB014,–,50,40,30,20,–,6,Olympic Park - Handball Arena,Handball
01-Aug,19:30–22:45,W,Preliminaries (2 matches),,HB015,–,50,40,30,20,–,6,Olympic Park - Handball Arena,Handball
02-Aug,09:30–12:45,M,Preliminaries (2 matches),,HB016,–,50,40,30,20,–,20,Olympic Park - Handball Arena,Handball
02-Aug,14:30–17:45,M,Preliminaries (2 matches),,HB017,–,50,40,30,20,–,6,Olympic Park - Handball Arena,Handball
02-Aug,19:30–22:45,M,Preliminaries (2 matches),,HB018,–,50,40,30,20,–,6,Olympic Park - Handball Arena,Handball
03-Aug,09:30–12:45,W,Preliminaries (2 matches),,HB019,–,50,40,30,20,–,20,Olympic Park - Handball Arena,Handball
03-Aug,14:30–17:45,W,Preliminaries (2 matches),,HB020,–,50,40,30,20,–,6,Olympic Park - Handball Arena,Handball
03-Aug,19:30–22:45,W,Preliminaries (2 matches),,HB021,–,50,40,30,20,–,6,Olympic Park - Handball Arena,Handball
04-Aug,09:30–12:45,M,Preliminaries (2 matches),,HB022,–,50,40,30,20,–,20,Olympic Park - Handball Arena,Handball
04-Aug,14:30–17:45,M,Preliminaries (2 matches),,HB023,–,50,40,30,20,–,6,Olympic Park - Handball Arena,Handball
04-Aug,19:30–22:45,M,Preliminaries (2 matches),,HB024,–,50,40,30,20,–,6,Olympic Park - Handball Arena,Handball
05-Aug,09:30–12:45,W,Preliminaries (2 matches),,HB025,–,50,40,30,20,–,20,Olympic Park - Handball Arena,Handball
05-Aug,14:30–17:45,W,Preliminaries (2 matches),,HB026,–,50,40,30,20,–,6,Olympic Park - Handball Arena,Handball
05-Aug,19:30–22:45,W,Preliminaries (2 matches),,HB027,–,50,40,30,20,–,6,Olympic Park - Handball Arena,Handball
06-Aug,09:30–12:45,M,Preliminaries (2 matches),,HB028,–,50,40,30,20,–,20,Olympic Park - Handball Arena,Handball
06-Aug,14:30–17:45,M,Preliminaries (2 matches),,HB029,–,50,40,30,20,–,6,Olympic Park - Handball Arena,Handball
06-Aug,19:30–22:45,M,Preliminaries (2 matches),,HB030,–,50,40,30,20,–,6,Olympic Park - Handball Arena,Handball
07-Aug,10:00–12:00,W,Quarter-final,,HB031,–,75,50,35,20,–,6,Olympic Park - Handball Arena,Handball
07-Aug,13:30–15:30,W,Quarter-final,,HB032,–,75,50,35,20,–,6,Olympic Park - Handball Arena,Handball
07-Aug,17:00–19:00,W,Quarter-final,,HB033,–,75,50,35,20,–,6,Olympic Park - Handball Arena,Handball
07-Aug,20:30–22:30,W,Quarter-final,,HB034,–,75,50,35,20,–,6,Olympic Park - Handball Arena,Handball
08-Aug,11:00–13:00,M,Quarter-final,,HB035,–,75,50,35,20,–,6,Olympic Park - Basketball Arena,Handball
08-Aug,14:30–16:30,M,Quarter-final,,HB036,–,75,50,35,20,–,6,Olympic Park - Basketball Arena,Handball
08-Aug,18:00–20:00,M,Quarter-final,,HB037,–,75,50,35,20,–,6,Olympic Park - Basketball Arena,Handball
08-Aug,21:30–23:30,M,Quarter-final,,HB038,–,75,50,35,20,–,6,Olympic Park - Basketball Arena,Handball
09-Aug,17:00–19:00,W,Semi-final,,HB039,–,75,50,35,20,–,6,Olympic Park - Basketball Arena,Handball
09-Aug,20:30–22:30,W,Semi-final,,HB040,–,75,50,35,20,–,6,Olympic Park - Basketball Arena,Handball
10-Aug,17:00–19:00,M,Semi-final,,HB041,–,75,50,35,20,–,6,Olympic Park - Basketball Arena,Handball
10-Aug,20:30–22:30,M,Semi-final,,HB042,–,75,50,35,20,–,6,Olympic Park - Basketball Arena,Handball
11-Aug,17:00–19:00,W,Bronze medal match,Y,HB043,–,95,65,45,35,–,6,Olympic Park - Basketball Arena,Handball
11-Aug,20:30–23:00,W,Gold medal match; victory ceremony,Y,HB044,–,125,95,65,45,–,6,Olympic Park - Basketball Arena,Handball
12-Aug,11:00–13:00,M,Bronze medal match,Y,HB045,–,95,65,45,35,–,6,Olympic Park - Basketball Arena,Handball
12-Aug,15:00–17:30,M,Gold medal match; victory ceremony,Y,HB046,–,125,95,65,45,–,6,Olympic Park - Basketball Arena,Handball
28-Jul,08:15–16:00,M,10m Air Pistol: qualification; final; victory ceremony,Y,SH001,–,40,–,–,–,–,6,Royal Artillery Barracks - Finals Hall & Ground Pass,Shooting
28-Jul,08:15–16:00,W,10m Air Rifle: qualification; final; victory ceremony,Y,SH001,–,–,–,–,–,–,,Royal Artillery Barracks - Finals Hall & Ground Pass,Shooting
29-Jul,09:00–17:30,W,10m Air Pistol: qualification; final; victory ceremony,Y,SH002,–,40,–,–,–,–,6,Royal Artillery Barracks - Finals Hall & Ground Pass,Shooting
29-Jul,09:00–17:30,W,Skeet: qualification; final; victory ceremony,Y,SH002,–,–,–,–,–,–,,Royal Artillery Barracks - Finals Hall & Ground Pass,Shooting
29-Jul,09:00–17:30,W,10m Air Pistol: qualification,,SH003,–,30,–,–,–,–,6,Royal Artillery Barracks - Ground Pass,Shooting
29-Jul,09:00–17:30,W,Skeet: qualification; final; victory ceremony,Y,SH003,–,30,–,–,–,–,6,Royal Artillery Barracks - Ground Pass,Shooting
30-Jul,09:00–14:30,M,10m Air Rifle: qualification; final; victory ceremony,Y,SH004,–,40,–,–,–,–,6,Royal Artillery Barracks - Finals Hall & Ground Pass,Shooting
30-Jul,09:00–14:30,M,Skeet: qualification (day 1),,SH004,–,40,–,–,–,–,6,Royal Artillery Barracks - Finals Hall & Ground Pass,Shooting
30-Jul,09:00–14:30,M,10m Air Rifle: qualification,,SH005,–,20,–,–,–,–,20,Royal Artillery Barracks - Ground Pass,Shooting
30-Jul,09:00–14:30,M,Skeet: qualification (day 1),,SH005,–,20,–,–,–,–,20,Royal Artillery Barracks - Ground Pass,Shooting
31-Jul,09:00–15:15,M,Skeet: qualification (day 2); final; victory ceremony,Y,SH006,–,30,–,–,–,–,6,Royal Artillery Barracks - Ground Pass,Shooting
01-Aug,09:00–16:15,W,25m Pistol: qualification; final; victory ceremony,Y,SH007,–,40,–,–,–,–,6,Royal Artillery Barracks - Finals Hall & Ground Pass,Shooting
02-Aug,09:00–16:15,M,25m Rapid Fire Pistol: qualification (stage 1),,SH008,–,30,–,–,–,–,6,Royal Artillery Barracks - Ground Pass,Shooting
02-Aug,09:00–16:15,M,Double Trap: qualification; final; victory ceremony,Y,SH008,–,30,–,–,–,–,6,Royal Artillery Barracks - Ground Pass,Shooting
03-Aug,09:00–16:30,M,25m Rapid Fire Pistol: qualification (stage 2); final; victory ceremony,Y,SH009,–,40,–,–,–,–,6,Royal Artillery Barracks - Finals Hall & Ground Pass,Shooting
03-Aug,09:00–16:30,M,50m Rifle Prone: qualification; final; victory ceremony,Y,SH009,–,40,–,–,–,–,6,Royal Artillery Barracks - Finals Hall & Ground Pass,Shooting
04-Aug,09:00–17:30,W,50m Rifle 3 Positions: qualification; final; victory ceremony,Y,SH010,–,40,–,–,–,–,6,Royal Artillery Barracks - Finals Hall & Ground Pass,Shooting
04-Aug,09:00–17:30,W,Trap: qualification; final; victory ceremony,Y,SH010,–,40,–,–,–,–,6,Royal Artillery Barracks - Finals Hall & Ground Pass,Shooting
04-Aug,09:00–17:30,W,50m Rifle 3 Positions: qualification,,SH011,–,30,–,–,–,–,6,Royal Artillery Barracks - Ground Pass,Shooting
04-Aug,09:00–17:30,W,Trap: qualification; final; victory ceremony,Y,SH011,–,30,–,–,–,–,6,Royal Artillery Barracks - Ground Pass,Shooting
05-Aug,09:00–16:00,M,50m Pistol: qualification; final; victory ceremony,Y,SH012,–,40,–,–,–,–,6,Royal Artillery Barracks - Finals Hall & Ground Pass,Shooting
05-Aug,09:00–16:00,M,Trap: qualification (day 1),,SH012,–,40,–,–,–,–,6,Royal Artillery Barracks - Finals Hall & Ground Pass,Shooting
05-Aug,09:00–16:00,M,50m Pistol: qualification,,SH013,–,20,–,–,–,–,20,Royal Artillery Barracks - Ground Pass,Shooting
05-Aug,09:00–16:00,M,Trap: qualification (day 1),,SH013,–,20,–,–,–,–,20,Royal Artillery Barracks - Ground Pass,Shooting
06-Aug,09:00–17:30,M,50m Rifle 3 Positions: qualification; final; victory ceremony,Y,SH014,–,40,–,–,–,–,6,Royal Artillery Barracks - Finals Hall & Ground Pass,Shooting
06-Aug,09:00–17:30,M,Trap: qualification (day 2); final; victory ceremony,Y,SH014,–,40,–,–,–,–,6,Royal Artillery Barracks - Finals Hall & Ground Pass,Shooting
06-Aug,09:00–17:30,M,50m Rifle 3 Positions: qualification,,SH015,–,30,–,–,–,–,6,Royal Artillery Barracks - Ground Pass,Shooting
06-Aug,09:00–17:30,M,Trap: qualification (day 2); final; victory ceremony,Y,SH015,–,30,–,–,–,–,6,Royal Artillery Barracks - Ground Pass,Shooting
28-Jul,12:00–20:00,M&W;,Singles: round 1,,TE001,–,85,65,55,40,30,6,Wimbledon - Centre Court,Tennis
28-Jul,12:00–20:00,M&W;,Doubles: round 1,,TE001,–,85,65,55,40,30,6,Wimbledon - Centre Court,Tennis
28-Jul,12:00–20:00,M&W;,Singles: round 1,,TE002,–,55,40,30,–,–,10,Wimbledon - No.1 Court,Tennis
28-Jul,12:00–20:00,M&W;,Doubles: round 1,,TE002,–,55,40,30,–,–,10,Wimbledon - No.1 Court,Tennis
28-Jul,11:30–20:00,M&W;,Singles: round 1,,TE003,–,20,–,–,–,–,20,Wimbledon - Ground Pass,Tennis
28-Jul,11:30–20:00,M&W;,Doubles: round 1,,TE003,–,20,–,–,–,–,20,Wimbledon - Ground Pass,Tennis
29-Jul,12:00–20:00,M&W;,Singles: round 1,,TE004,–,85,65,55,40,30,6,Wimbledon - Centre Court,Tennis
29-Jul,12:00–20:00,M&W;,Doubles: round 1,,TE004,–,85,65,55,40,30,6,Wimbledon - Centre Court,Tennis
29-Jul,12:00–20:00,M&W;,Singles: round 1,,TE005,–,55,40,30,–,–,10,Wimbledon - No.1 Court,Tennis
29-Jul,12:00–20:00,M&W;,Doubles: round 1,,TE005,–,55,40,30,–,–,10,Wimbledon - No.1 Court,Tennis
29-Jul,11:30–20:00,M&W;,Singles: round 1,,TE006,–,20,–,–,–,–,20,Wimbledon - Ground Pass,Tennis
29-Jul,11:30–20:00,M&W;,Doubles: round 1,,TE006,–,20,–,–,–,–,20,Wimbledon - Ground Pass,Tennis
30-Jul,12:00–20:00,M&W;,Singles: round 2,,TE007,–,85,65,55,40,30,6,Wimbledon - Centre Court,Tennis
30-Jul,12:00–20:00,M&W;,Doubles: round 2,,TE007,–,85,65,55,40,30,6,Wimbledon - Centre Court,Tennis
30-Jul,12:00–20:00,M&W;,Singles: round 2,,TE008,–,55,40,30,–,–,10,Wimbledon - No.1 Court,Tennis
30-Jul,12:00–20:00,M&W;,Doubles: round 2,,TE008,–,55,40,30,–,–,10,Wimbledon - No.1 Court,Tennis
30-Jul,11:30–20:00,M&W;,Singles: round 2,,TE009,–,20,–,–,–,–,20,Wimbledon - Ground Pass,Tennis
30-Jul,11:30–20:00,M&W;,Doubles: round 2,,TE009,–,20,–,–,–,–,20,Wimbledon - Ground Pass,Tennis
31-Jul,12:00–20:00,M&W;,Singles: round 2,,TE010,–,85,65,55,40,30,6,Wimbledon - Centre Court,Tennis
31-Jul,12:00–20:00,M&W;,Doubles: quarter-finals,,TE010,–,85,65,55,40,30,6,Wimbledon - Centre Court,Tennis
31-Jul,12:00–20:00,M&W;,Singles: round 2,,TE011,–,55,40,30,–,–,10,Wimbledon - No.1 Court,Tennis
31-Jul,12:00–20:00,M&W;,Doubles: quarter-finals,,TE011,–,55,40,30,–,–,10,Wimbledon - No.1 Court,Tennis
31-Jul,11:30–20:00,M&W;,Singles: round 2,,TE012,–,20,–,–,–,–,20,Wimbledon - Ground Pass,Tennis
31-Jul,11:30–20:00,M&W;,Doubles: quarter-finals,,TE012,–,20,–,–,–,–,20,Wimbledon - Ground Pass,Tennis
01-Aug,12:00–20:00,M&W;,Singles: round 3,,TE013,–,85,65,55,40,30,6,Wimbledon - Centre Court,Tennis
01-Aug,12:00–20:00,M/W,Mixed Doubles: round 1,,TE013,–,85,65,55,40,30,6,Wimbledon - Centre Court,Tennis
01-Aug,12:00–20:00,M&W;,Singles: round 3,,TE014,–,55,40,30,–,–,10,Wimbledon - No.1 Court,Tennis
01-Aug,12:00–20:00,M/W,Mixed Doubles: round 1,,TE014,–,55,40,30,–,–,10,Wimbledon - No.1 Court,Tennis
01-Aug,11:30–20:00,M&W;,Singles: round 3,,TE015,–,20,–,–,–,–,20,Wimbledon - Ground Pass,Tennis
01-Aug,11:30–20:00,M/W,Mixed Doubles: round 1,,TE015,–,20,–,–,–,–,20,Wimbledon - Ground Pass,Tennis
02-Aug,12:00–20:00,M&W;,Singles: quarter-finals,,TE016,–,115,75,65,45,35,6,Wimbledon - Centre Court,Tennis
02-Aug,12:00–20:00,M&W;,Doubles: semi-finals,,TE016,–,115,75,65,45,35,6,Wimbledon - Centre Court,Tennis
02-Aug,12:00–20:00,M/W,Mixed Doubles: quarter-finals,,TE016,–,115,75,65,45,35,6,Wimbledon - Centre Court,Tennis
02-Aug,12:00–20:00,M&W;,Singles: quarter-finals,,TE017,–,75,45,35,–,–,10,Wimbledon - No.1 Court,Tennis
02-Aug,12:00–20:00,M&W;,Doubles: semi-finals,,TE017,–,75,45,35,–,–,10,Wimbledon - No.1 Court,Tennis
02-Aug,12:00–20:00,M/W,Mixed Doubles: quarter-finals,,TE017,–,75,45,35,–,–,10,Wimbledon - No.1 Court,Tennis
02-Aug,11:30–20:00,M&W;,Singles: quarter-finals,,TE018,–,20,–,–,–,–,20,Wimbledon - Ground Pass,Tennis
02-Aug,11:30–20:00,M&W;,Doubles: semi-finals,,TE018,–,20,–,–,–,–,20,Wimbledon - Ground Pass,Tennis
02-Aug,11:30–20:00,M/W,Mixed Doubles: quarter-finals,,TE018,–,20,–,–,–,–,20,Wimbledon - Ground Pass,Tennis
03-Aug,12:00–20:00,M&W;,Singles: semi-finals,,TE019,–,115,75,65,45,35,6,Wimbledon - Centre Court,Tennis
03-Aug,12:00–20:00,M/W,Mixed Doubles: semi-finals,,TE019,–,115,75,65,45,35,6,Wimbledon - Centre Court,Tennis
03-Aug,12:00–20:00,M&W;,Singles: semi-finals,,TE020,–,75,45,35,–,–,10,Wimbledon - No.1 Court,Tennis
03-Aug,12:00–20:00,M/W,Mixed Doubles: semi-finals,,TE020,–,75,45,35,–,–,10,Wimbledon - No.1 Court,Tennis
04-Aug,14:00–20:30,M,Doubles: gold medal match; victory ceremony,Y,TE021,185,125,110,95,65,–,4,Wimbledon - Centre Court,Tennis
04-Aug,14:00–20:30,W,Singles: gold medal match; victory ceremony,Y,TE021,185,125,110,95,65,–,4,Wimbledon - Centre Court,Tennis
04-Aug,12:00–20:30,M,Doubles: bronze medal match,,TE022,–,95,55,35,–,–,6,Wimbledon - No.1 Court,Tennis
04-Aug,12:00–20:30,W,Singles: bronze medal match,,TE022,–,95,55,35,–,–,6,Wimbledon - No.1 Court,Tennis
04-Aug,12:00–20:30,M/W,Mixed Doubles: bronze medal match,,TE022,–,95,55,35,–,–,6,Wimbledon - No.1 Court,Tennis
05-Aug,12:00–20:30,M,Singles: gold medal match; victory ceremony,Y,TE023,225,150,110,95,65,–,4,Wimbledon - Centre Court,Tennis
05-Aug,12:00–20:30,W,Doubles: gold medal match; victory ceremony,Y,TE023,225,150,110,95,65,–,4,Wimbledon - Centre Court,Tennis
05-Aug,12:00–20:30,M/W,Mixed Doubles: gold medal match; victory ceremony,Y,TE023,225,150,110,95,65,–,4,Wimbledon - Centre Court,Tennis
05-Aug,12:00–20:30,M,Singles: bronze medal match,Y,TE024,–,95,55,35,–,–,6,Wimbledon - No.1 Court,Tennis
05-Aug,12:00–20:30,W,Doubles: bronze medal match,Y,TE024,–,95,55,35,–,–,6,Wimbledon - No.1 Court,Tennis
